"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0039155",730.595806139728,4.61901353518791,0.168706755510447,27.37894828937,1.29497614775014e-76,1.60033152338963e-72
"FBgn0003360",4343.03539692487,3.17967242210041,0.143526226405573,22.1539470641092,6.15887654669115e-32,3.80556981820046e-28
"FBgn0039827",261.916235943103,4.16251610025821,0.232588756823986,17.8964630840184,1.21275040208925e-30,4.99572315633963e-27
"FBgn0025111",1501.41051323996,-2.89986418282867,0.126920467585927,-22.847884490068,1.37757627280195e-28,4.25602189482163e-25
"FBgn0034736",225.876362546023,3.51143881355315,0.214672094345928,16.3572206450585,3.63282758606724e-21,8.97889666172379e-18
"FBgn0035085",638.232608936723,2.56041205175884,0.137295199508991,18.6489553962239,5.65483969719303e-15,1.16470848296519e-11
"FBgn0034434",114.625559330683,3.64256808291386,0.278285469729248,13.0893218623948,6.84746192209479e-15,1.20887049190354e-11
"FBgn0029167",3706.11653071978,2.19700028710324,0.0969888688756207,22.6520869103102,3.32622913669757e-13,5.13819245891357e-10
"FBgn0085359",68.610037631773,4.91812711875254,0.495981365556945,9.91595140521035,2.75755813623112e-12,3.7864337163938e-09
"FBgn0024288",58.8511039030606,4.58583598502311,0.465011654150146,9.86176570865556,1.61111105617573e-11,1.99101104322196e-08
"FBgn0033764",65.204000810515,-3.4114554160988,0.294643866636863,-11.5782332584689,4.36820520610978e-11,4.90747999428225e-08
"FBgn0000071",342.2384071951,-2.67958365080314,0.182611754768289,-14.6736646510143,5.25190021728353e-11,5.40858190709916e-08
"FBgn0029896",489.892369695729,2.44502425846995,0.151942786765353,16.0917428890247,2.49202512833158e-10,2.36895742584013e-07
"FBgn0035189",215.649109473704,-2.97495829118517,0.25354813772499,-11.7333075994111,2.99080181691281e-09,2.64002348952918e-06
"FBgn0038832",301.922359913768,2.54114883929486,0.202516257387995,12.5478757709133,1.36594206729485e-07,0.000112535413784198
"FBgn0032405",79.6140619600449,-2.67261797306888,0.239772148249756,-11.1464905018283,5.02769929887175e-07,0.000388326924596607
"FBgn0051092",153.065603475219,-2.32771099634842,0.176746353385382,-13.1697822996836,1.41322723813417e-06,0.00102733307110953
"FBgn0037290",67.0979552373649,-3.01027330279018,0.330024351139279,-9.12136723365533,2.36694574005495e-06,0.00162503974753328
"FBgn0030041",86.8729127322921,2.84372968403649,0.346280979811429,8.21220295028931,5.21294260901267e-05,0.0339060761906203
"FBgn0026562",43909.3483914385,2.36251006628653,0.226919178214377,10.4112401819762,7.2069123017581e-05,0.0445315111125633
"FBgn0003501",277.455454354175,-2.1535522733798,0.180607011726277,-11.9239682490493,0.000148076001180863,0.0831783282996869
"FBgn0033065",29.9474261954372,-3.02197453654267,0.419782105311796,-7.19891224114492,0.000144128996004348,0.0831783282996869
"FBgn0037754",269.759434828675,2.34206513809412,0.234039359478432,10.0071421461481,0.000160359135195269,0.0861616605540492
"FBgn0052407",187.056692286253,2.20300575006493,0.198261635664433,11.1116088732044,0.000195675465546914,0.100756558467865
"FBgn0024315",92.0861494119137,2.28680426949577,0.232770722563446,9.82427791739337,0.000362206987561693,0.179046158091496
"FBgn0037646",39.6194029275577,2.80724285812158,0.39113699302806,7.17713463098641,0.000415643933176878,0.197558758699995
"FBgn0260011",89.2769721375591,-2.38811376903637,0.269977009250388,-8.84561902388336,0.000501666663354383,0.22961468984198
"FBgn0050463",42.093388347849,-2.61791010487413,0.346472752737339,-7.55589028052307,0.00062647152261113,0.276497681301012
"FBgn0038198",62.2913022634452,-2.39410775632421,0.304394285843762,-7.86515341340226,0.00165523550469591,0.705358633345933
"FBgn0000003",0.171568715207063,-1.02604541037965,3.80550342492604,-0.269621465496276,0.802971102671538,1
"FBgn0000008",95.1440789963134,-0.00215142369339855,0.223883804720959,-0.00960955481384646,0.999999999998628,1
"FBgn0000014",1.05657219346166,0.496735568493163,2.16026425849837,0.229942039053338,0.856490329136018,1
"FBgn0000015",0.846723274987709,1.8827617024455,2.1064322338142,0.893815463047823,0.482050546385826,1
"FBgn0000017",4352.5928987935,0.240025230003138,0.126024321556269,1.90459450238714,1,1
"FBgn0000018",418.614930505122,0.104799112236762,0.148280289962918,0.706763604677129,1,1
